Año,Gini
1998,0.7624744674642544
1999,0.7272006344171292
2000,0.8031347962382445
2001,0.7704761904761904
2002,0.7454036770583533
2003,0.7718015665796345
2004,0.7881313131313131
2005,0.7910828025477707
2006,0.7726153846153846
2007,0.7799660441426146
2008,0.7614035087719299
2009,0.7852099591230026
2010,0.7697540554683412
2011,0.7328025477707006
2012,0.7603508771929824
2013,0.770480470100242
2014,0.7685241886099204
