Año,Gini
1998,0.7957532861476239
1999,0.7879300620417372
2000,0.8062478062478062
2001,0.802065404475043
2002,0.759676970203286
2003,0.7768742885021955
2004,0.7899953538795106
2005,0.7946070878274268
2006,0.7754367934224049
2007,0.7917724733367192
2008,0.7833515085423483
2009,0.7889034512887724
2010,0.7578457177566309
2011,0.7681697184802775
2012,0.7624802942722018
2013,0.7440110565110565
2014,0.7418120599938782
