Superior de Comercio,Buenos Aires,Bahía Blanca,4
Superior de Comercio,Santa Fe,Rosario,12
Superior de Comercio Libertador General San Marín,Santa Fe,Rosario,1
Superior de Comercio Manuel Belgrano,Córdoba,Córdoba,1
Sworn,Buenos Aires,Benavídez,2
Sworn,Buenos Aires,Pacheco,2
Sworn,Buenos Aires,Tigre,1
Sworn Junior College,Buenos Aires,Pacheco,2
Sworn Junior College,Buenos Aires,Tigre,1
Sworn Junior College,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,1
Taborín,Córdoba,Córdoba,1
Tarbut,Buenos Aires,Grand Bourg,2
Tarbut,Buenos Aires,Pilar,2
Tarbut,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,9
Thomas Jefferson College,Buenos Aires,Merlo,1
Thomas Jefferson College,Buenos Aires,Moreno,1
Thomas Jefferson College,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
Torres de Ladrillo,Buenos Aires,Pilar,1
Tulio García Fernández,Tucumán,San Miguel de Tucumán,5
"Técnica ""Nuevo Milenio""",Corrientes,Gobernador Virasoro,1
Técnica Alemana Moreno,Buenos Aires,Moreno,1
Técnica Nº 1,Buenos Aires,Rojas,1
"Técnica Nº 8 ""J. B. Alberdi""",Buenos Aires,La Plata,1
Técnica ORT,Buenos Aires,Avellaneda,1
UE Nº 10,La Pampa,Santa Rosa,3
UEP Nº 31 San Roque,Chaco,Resistencia,2
Unidad Educativa Nº 3,La Pampa,Santa Rosa,1
Verbo Divino,Buenos Aires,Del Viso,1
Verbo Divino,Buenos Aires,Pilar,1
Villa Devoto School,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,9
Villa Devoto School,Ciudad Autónoma de Buenos Aires,Capital Federal,2
Vuelta del Ombú,Corrientes,Gobernador Virasoro,1
Vélez Sarsfield,Buenos Aires,Paso del Rey,1
Ward,Buenos Aires,Castelar,1
Ward,Buenos Aires,Villa Sarmiento,1
Washington School,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,6
William Morris,Buenos Aires,Ituzaingó,2
Woodville,Río Negro,Bariloche,5
Zona Parque,Santa Fe,Rosario,3
Zorrilla,Córdoba,Córdoba,2
del Salvador,Jujuy,San Salvador de Jujuy,1
