25 de Mayo,Córdoba,Córdoba,1
4 - 117 Ejército de los Andes,Mendoza,San Rafael,1
9088 IVM,Santa Fe,Firmat,1
AMSE Estación Limay,Río Negro,Cipoletti,1
AMSE Estación Limay,Río Negro,Cipolletti,1
Abraham Lincoln,Chubut,Comodoro Rivadavia,1
Abraham Lincoln School,Chubut,Comodoro Rivadavia,4
Adolfo Pérez Esquivel,Mendoza,Godoy Cruz,1
Agropecuaria,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
Agropecuaria Nº 1,Buenos Aires,Pehuajó,1
Agrotécnica Nº 327,Santa Fe,Bigand,1
"Agrotécnica Nº 327 ""Víctor A. Bigand""",Santa Fe,Bigand,1
Agrotécnica Nº327,Santa Fe,Bigand,1
"Agrotécnica Salesiana ""Don Bosco""",Buenos Aires,Uribelarrea,1
Agustiniano,Buenos Aires,Chilavert,5
Agustiniano,Buenos Aires,José León Suárez,1
Agustiniano,Buenos Aires,San Andrés,3
Agustiniano,Buenos Aires,San Martín,2
Agustiniano,Buenos Aires,Villa Ballester,2
Agustín Roscelli,Buenos Aires,La Plata,2
Alas,Buenos Aires,3 de Febrero,1
Alas,Buenos Aires,Caseros,2
Alas,Buenos Aires,Ciudad Jardín,4
Alas,Buenos Aires,El Palomar,1
Alas,Buenos Aires,Hurlingham,1
Alas,Buenos Aires,Palomar,1
Alas,Buenos Aires,Santos Lugares,2
Alas y Raíces,Misiones,Posadas,2
Albert Einstein,Buenos Aires,Mar del Plata,10
Albert Schweitzer,Buenos Aires,Mar del Plata,2
Alemana de Moreno,Buenos Aires,Moreno,1
Alemán de Temperley,Buenos Aires,Banfield,2
Alessandro Manzoni,Buenos Aires,San Isidro,2
Alessandro Marzoni,Buenos Aires,Villa Adelina,1
Almafuerte,Buenos Aires,Bernal,2
Anexo Escuela Técnica Dr. Juan G. Pujol,Corrientes,Saladas,1
Anglo Americano,Córdoba,Alta Gracia,8
Antonia María Verna,Santa Fe,Santa Fe,1
Argentina Modelo,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,6
Argentino Japonés,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
Armonía,Buenos Aires,Campana,2
Arturo Capdevila,Córdoba,General Baldissera,1
Arturo Illia,Buenos Aires,Mar del Plata,1
Arzruni,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
Asociación Cultural Pestalozzi,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
Asociación Escolar Alemana,Buenos Aires,Necochea,1
Astillero Río Santiago,Buenos Aires,La Plata,1
Asunción de la Virgen,Buenos Aires,Olivos,3
Ausonia,Buenos Aires,Quilmes,1
BAICA,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,1
BMDC,Buenos Aires,Gral. Rodríguez,1
Bachillerato Humanista Moderno de Salta,Salta,Salta Capital,1
Bachillerato de Bellas Artes,Buenos Aires,Villa Elisa,3
Ballester,Buenos Aires,Villa Ballester,1
Balmoral,Buenos Aires,Banfield,2
Bartolomé Mitre,Buenos Aires,Moreno,1
Bartolomé Mitre Day School,Buenos Aires,Castelar,1
Bartolomé Mitre Day School,Buenos Aires,Francisco Alvarez - Moreno,1
Bartolomé Mitre Day School,Buenos Aires,Francisco Álvarez,1
Bartolomé Mitre Day School,Buenos Aires,Merlo,3
Bartolomé Mitre Day School,Buenos Aires,Moreno,2
Bede,Buenos Aires,Pilar,1
Bede's Grammar School,Buenos Aires,Del Viso,1
Belgrano,Salta,Salta,2
Belgrano Day School,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,4
Belgrano Uno,Buenos Aires,Vicente López,2
Benito Lynch,Buenos Aires,La Plata,2
Bernardino Rivadavia I-14,Corrientes,Sauce,2
Big Ben School,Santiago del Estero,Santiago del Estero,2
Bosque del Plata,Buenos Aires,Gonnet,1
Brick Towers College,Buenos Aires,Del Viso,2
Brick Towers College,Buenos Aires,Pilar,1
C.E.P. Nº 5 Domingo F. Sarmiento,Chaco,Las Breñas,1
C.E.Rural Anexo IPEM Nro 80,Córdoba,Las Peñas Sud,1
CCI Alessandro Manzoni,Buenos Aires,Benavídez,2
CCI Alessandro Manzoni,Buenos Aires,Villa Adelina,1
CECIEMA,Santa Fe,Rosario,2
CEF San Buenaventura,Mendoza,Mendoza,2
CEM 123,Río Negro,Bariloche,1
CEM Nº 123,Río Negro,Bariloche,3
CEN 123,Río Negro,Bariloche,1
CEP Nº 26,Chaco,Las Breñas,1
CEP Nº 5,Chaco,Las Breñas,4
CEP Nº 75,Chaco,Corzuela,2
CET 12,Río Negro,Sierra Grande,1
CET Nº 2,Río Negro,Bariloche,2
CIATA,Buenos Aires,Morón,1
CPEM 12,Neuquén,Neuquén,2
CPEN Nº 12,Neuquén,Neuquén,1
CPET,Tierra del Fuego,Río Grande,2
CPT Nº 749,Chubut,Comodoro Rivadavia,1
CREAR,Buenos Aires,Chivilcoy,1
CUC,Mendoza,"Carrodilla, Luján de Cuyo",2
CUC,Mendoza,Mendoza,2
CUC,Mendoza,"San José, Guaymallén",1
CUC Mariano Moreno,San Juan,San Juan,1
Campus Lincoln,Buenos Aires,Pilar,2
Canada School,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,1
Cantardo Ferrini,Córdoba,Río Primero,1
Cardenal Newman,Buenos Aires,Benavídez,2
Cardenal Newman,Buenos Aires,Boulogne,4
Cardenal Newman,Buenos Aires,Martínez,2
Cardenal Newman,Buenos Aires,San Isidro,1
Cardenal Newman,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,5
Cardoso,Buenos Aires,Caseros,1
Carlos Pellegrini,Ciudad Autónoma de Buenos Aires,C.A. De Buenos Aires,2
Carlos Pellegrini,Ciudad Autónoma de Buenos Aires,CABA,3
Carlos Pellegrini,Córdoba,Pilar,1
Carmen Arriola de Marín,Buenos Aires,Martínez,3
Carmen Arriola de Marín,Buenos Aires,San Isidro,2
Casa Salesiana Pío IX,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
Castex,Río Negro,Bariloche,4
Centro Cultural Haedo,Buenos Aires,Morón,1
Centro Educativo Latinoamericano,Santa Fe,Rosario,1
Centro Educativo Loreto,Buenos Aires,Avellaneda,12
Centro Educativo Loreto,Buenos Aires,Lanús,2
Centro Educativo Loreto,Buenos Aires,Sarandi,4
Centro Educativo Loreto,Buenos Aires,Villa Domínico,2
Centro Educativo Loreto,Buenos Aires,Wilde,6
Cervantes,Buenos Aires,Bolívar,2
Chacabuco Nº 6 Morón,Buenos Aires,Hurlingham,1
Chaltel,Buenos Aires,Don Torcuato,2
Ciudad de Yapeyú N° 101,Chubut,Comodoro Rivadavia,2
Colegio Abraham Lincoln,Chubut,Comodoro Rivadavia,1
Colegio Alemán de Temperley,Buenos Aires,Llavallol,1
Colegio Anglo Americano,Córdoba,Alta Gracia,5
Colegio Armenia,Buenos Aires,Campana,1
Colegio Belgrano,Salta,Salta,2
Colegio Bilingüe Neuquén,Río Negro,Cipolletti,1
Colegio Católico Jesús Maestro,Jujuy,San Pedro de Jujuy,1
"Colegio Central Universitario ""Mariano Moreno""",San Juan,San Juan,1
Colegio Central Universitario Mariano Moreno,San Juan,San Juan,2
Colegio Claret,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,1
Colegio Dalmacio Vélez Sarsfield,Buenos Aires,Paso del Rey,1
Colegio Don Bosco,Buenos Aires,Bahía Blanca,1
Colegio Don Bosco,Río Negro,San Carlos de Bariloche,1
Colegio Educativo Loreto,Buenos Aires,Avellaneda,2
Colegio El Buen Ayre,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,1
Colegio Goethe,Buenos Aires,Martínez,1
Colegio Goethe,Santa Fe,Rosario,2
Colegio Holandés,Buenos Aires,Tres Arroyos,2
"Colegio Integral ""Dr. C. P. López Piacentini""",Chaco,Resistencia,3
"Colegio Integral ""Dr. C. P. López Pracentini""",Chaco,Resistencia,6
Colegio Integral Dr. Carlos P. López Piacentini,Chaco,Resistencia,1
Colegio Integral de Educación Ushuaia,Tierra del Fuego,Ushuaia,2
Colegio Internacional del Sur,Buenos Aires,Hudson,1
Colegio Labardén,Buenos Aires,San Isidro,1
Colegio Lincoln,Buenos Aires,La Plata,1
Colegio Los Cerros,Tucumán,Yerba Buena,2
Colegio Mariano Moreno,Buenos Aires,Azul,1
Colegio María del Rosario,Salta,Orán,2
Colegio María del Rosario Nº 8064,Salta,Orán,1
Colegio Mirasoles,Santa Fe,Rosario,1
Colegio Modelo Palpalá,Jujuy,Palpalá,1
Colegio Nacional,Buenos Aires,La Plata,1
"Colegio Nacional ""Dr Arturo Illia""",Buenos Aires,Mar del Plata,1
"Colegio Nacional ""Dr. Arturo Illia""",Buenos Aires,Mar del Plata,18
"Colegio Nacional ""Rafael Hernández""",Buenos Aires,La Plata,24
Colegio Nacional Arturo Illia,Buenos Aires,Mar del Plata,3
Colegio Nacional Arturo U. Illia,Buenos Aires,Mar del Plata,5
Colegio Nacional Buenos Aires,Ciudad Autónoma de Buenos Aires,CABA,1
Colegio Nacional Dr Arturo U. Illia,Buenos Aires,Mar del Plata,1
Colegio Nacional Rafael Hernández,Buenos Aires,La Plata,2
Colegio Nacional San Isidro,Buenos Aires,Villa Adelina,1
Colegio Nacional de Buenos Aires,Buenos Aires,San Fernando,2
Colegio Nacional de Buenos Aires,Buenos Aires,Vicente López,4
Colegio Nacional de Buenos Aires,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,65
Colegio Nacional de Buenos Aires,Ciudad Autónoma de Buenos Aires,C.A. De Buenos Aires,1
Colegio Nacional de Buenos Aires,Ciudad Autónoma de Buenos Aires,CABA,6
Colegio Nacional de Buenos Aires,Ciudad Autónoma de Buenos Aires,Capital Federal,2
Colegio Nacional de Buenos Aires,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,2
Colegio Nacional de Monserrat,Córdoba,Córdoba,13
Colegio Nacional de Monserrat,Córdoba,Córdoba Capital,1
Colegio Normal,La Pampa,Santa Rosa,1
Colegio Nueva Concepción,Tucumán,San Miguel de Tucumán,2
Colegio Nº 207 San Isidro Labrador,Buenos Aires,La Paz,2
Colegio Nº 4 Nicolás Avellaneda,Ciudad Autónoma de Buenos Aires,Cdad de Buenos Aires,1
Colegio Parroquial Sagrada Familia,Buenos Aires,La Reja,1
Colegio Parroquial San José,Buenos Aires,Junín,1
"Colegio Polimodal Nº 14 ""Conquista del Desierto""",Santa Cruz,Pico Truncado,1
"Colegio Provincial Nº 1 ""Joaquín V. González""",La Rioja,La Rioja,1
Colegio Rafael Hernández,Buenos Aires,La Plata,1
Colegio Sagrada Familia Nº 8180,Santa Fe,Casilda,1
Colegio Sagrado Corazón,Tucumán,San Miguel de Tucumán,1
Colegio Sagrado Corazón de Jesús,Tucumán,Banda del Río Salí,1
"Colegio Salesiano ""Deán Funes""",Chubut,Comodoro Rivadavia,1
Colegio Salesiano Deán Funes,Chubut,Comodoro Rivadavia,2
Colegio San Antonio,Buenos Aires,San Antonio de Areco,1
Colegio San Antonio (San Antonio de Areco),Buenos Aires,San Andrés de Giles,2
Colegio San Javier,Tucumán,Yerba Buena,1
Colegio San José,Buenos Aires,Gonnet,1
Colegio San José,Buenos Aires,La Plata,1
Colegio San José,Buenos Aires,M.B. Gonnet,1
Colegio San Juan el Precursor,Buenos Aires,San Isidro,1
Colegio San Marcos,Buenos Aires,Canning,1
Colegio San Martín,Buenos Aires,Avellaneda,1
Colegio San Rafael,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,1
Colegio San Simón,Buenos Aires,La Plata,1
Colegio Santa Inés,Buenos Aires,San Fernando,1
Colegio Santa María,Buenos Aires,Pehuajó,1
Colegio Santa María,Buenos Aires,Pilar,1
Colegio Secundario Club Estudiantes de la Plata,Buenos Aires,Villa Elisa,1
Colegio Secundario Nuestra Señora de Luján,Buenos Aires,San Andrés de Giles,1
Colegio Secundario Nº 5059,Salta,Orán,1
Colegio Secundario Paso de los Libres,Corrientes,Paso de Los Libres,1
Colegio Secundario de Colonia El Progreso,Corrientes,Bella Vista,2
Colegio Secundario de Paso de los Libres,Corrientes,Paso de Los Libres,1
Colegio Suizo,Tucumán,Yerba Buena,1
Colegio Superior Florentino Ameghino,Santa Fe,Cañada de Gómez,1
Colegio Superior Florentino Ameghino Nº 47,Santa Fe,Cañada de Gómez,1
Colegio Superior San Martín,Córdoba,San Francisco,3
Colegio Universitario Central,Mendoza,Godoy Cruz,2
Colegio Universitario Central,Mendoza,Guaymallén,3
Colegio Universitario Central,Mendoza,Maipú,1
Colegio Universitario Central,Mendoza,Mendoza,7
Colegio Ward,Buenos Aires,Castelar,2
Colegio Ward,Buenos Aires,Haedo,3
Colegio Ward,Buenos Aires,La Matanza (Ramos Mejía),2
Colegio Ward,Buenos Aires,Ramos Mejía,1
Colegio Ward,Buenos Aires,Villa Bosch,2
Colegio de Jesús,Salta,Salta,2
Colegio de Jesús,Salta,Salta Capital,1
Colegio de Todos los Santos,Buenos Aires,Acassuso,1
Colegio de la Ciudad,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,1
Colegio del Aconquija,Tucumán,Yerba Buena,2
Colegio del Salvador,Jujuy,San Salvador de Jujuy,9
Colegio el Buen Aire,Buenos Aires,San Isidro,1
Colinas Verdes,Buenos Aires,Banfield,1
Colinas de Peralta Ramos,Buenos Aires,Mar del Plata,2
Colinas del Norte,Buenos Aires,Pilar,1
Comercial Nro 15,Ciudad Autónoma de Buenos Aires,Ciudad de Buenos Aires,1
Comercial Nro 15 DE Nro 15,Ciudad Autónoma de Buenos Aires,Capital Federal,1
Comercial Nº 15 D.E. 15 Dra Cecilia Grierson,Ciudad Autónoma de Buenos Aires,CABA,1
"Comercial Nº 15 DE 15 ""Dra. Cecilia Grierson""",Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,5
Comercio 5091,Salta,Orán,1
"Comercio Nº 1 ""Gral. Manuel Belgrano""",Tucumán,San Miguel de Tucumán,1
Comercio Nº 1 Gral Belgrano,Tucumán,San Miguel de Tucumán,1
Comercio Nº 1 Gral. Manuel Belgrano,Tucumán,San Miguel de Tucumán,1
"Comercio Nº 2 ""Martín Miguel de Güemes""",Entre Ríos,Concordia,1
Compañía de María,Mendoza,Godoy Cruz,1
Comunidad Educativa La Paz,Santa Fe,Rosario,5
Confluencia,Neuquén,Neuquén,9
Contardo Ferrini,Córdoba,Río Primero,5
Cooperativa Técnica Los Andes,Río Negro,Bariloche,1
Corazón de María,Buenos Aires,Chascomús,1
Corazón de María,Córdoba,Córdoba,2
Cristo Redentor,Entre Ríos,Paraná,2
Cristo Rey,Córdoba,Córdoba,5
Cristo Rey,Misiones,Apóstoles,3
Cristóforo Colombo,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,13
Cruz del Sur,Buenos Aires,San Fernando,2
Cruz del Sur,Buenos Aires,Tigre,1
Cultura Inglesa,Santa Fe,Venado Tuerto,4
D. F. Sarmiento,Buenos Aires,San Cayetano,2
DAD,Mendoza,Godoy Cruz,5
DAD,Mendoza,Guaymallén,1
DAD,Mendoza,Las Heras,1
DAD,Mendoza,Mendoza,3
DAD,Mendoza,"San José, Guaymallén",1
Dante Alighieri,Buenos Aires,Campana,1
Dante Alighieri,Córdoba,Villa María,2
Dante Alighieri,Río Negro,Bariloche,3
Dante Alighieri,Río Negro,San Carlos de Bariloche,1
Dante Alighieri,Santa Fe,Rosario,8
Dante Alighieri,Santa Fe,Santa Fe,5
Dante Alighieri,Santa Fe,Venado Tuerto,1
Dante Alighieri,Santa Fe,Villa Constitución,1
Dante Alighieri Nº 1374,Santa Fe,Las Parejas,1
Dardo Rocha,Buenos Aires,San Isidro,1
Dean Funes,Chubut,Comodoro Rivadavia,1
Del Libertador,Buenos Aires,Mar del Plata,3
Del Manantial,Buenos Aires,Del Viso,1
Del Viso Day School,Buenos Aires,Pilar,1
Departamento de Aplicación Docente,Mendoza,Mendoza,1
Departamento de Aplicación Docente EGB3,Mendoza,Guaymallén,1
Deán Funes,Chubut,Comodoro Rivadavia,3
Deán Gregorio Funes,Córdoba,Córdoba,1
Domingo Faustino Sarmiento,Buenos Aires,San Cayetano,1
Domingo Guzmán Silva Nº 46,Santa Fe,Santa Fe,2
Domingo de Oro 204,Santa Fe,Rafaela,1
Don Bosco,Buenos Aires,Bahía Blanca,3
Don Bosco,Buenos Aires,Cañuelas,1
Don Bosco,Buenos Aires,Mar del Plata,3
Don Bosco,Entre Ríos,Paraná,3
Don Bosco,Mendoza,Guaymallén,1
Don Bosco,Neuquén,Neuquén,3
Don Bosco,Río Negro,Bariloche,4
Don Bosco,Río Negro,Cipolletti,2
Don Emilio Frey,Río Negro,Bariloche,3
Don José de San Martín,Buenos Aires,Muñiz,1
Don Orione,Chaco,Presidencia Roque Sáenz Peña,2
Don Orione,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
Don Tomás de Rocamora,Entre Ríos,Gualeguay,1
Dover,Buenos Aires,Ingeniero Maschwitz,2
Dover High School,Buenos Aires,Escobar,2
Dover High School,Buenos Aires,Ing Maschwitz,1
Dover High School,Buenos Aires,Ing. Maschwitz,4
Dr Dalmacio Velez S.,Santa Fe,Casilda,1
Dr Horacio Carillo,Jujuy,San Salvador de Jujuy,1
Dr. Arturo U. Illia,Buenos Aires,Mar del Plata,1
Dr. Esteban L. Maradona,Formosa,Formosa,1
Dr. Federico Jorge Hotton,Buenos Aires,Zárate,2
E L Holmberg,Buenos Aires,Hudson,1
E L Holmberg,Buenos Aires,Quilmes,1
"E. E.M. Nº 13 ""Dr. Manuel Obarrio""",Buenos Aires,"Beccar, San Isidro",1
E. Normal Superior (Media Nro 9),Buenos Aires,Junín,1
E. S. de Comercio Nº 6 Mariano Moreno,Misiones,Posadas,1
E. Superior de Comercio Nro 39 José Ingenieros,Santa Fe,San Gregorio,1
E. Técnica Nro 1,Buenos Aires,Coronel Suárez,1
E.E.M. Nº 10 Escuela Normal J.M. Estrada,Buenos Aires,Olavarría,2
E.E.M. Nº 18 ENSPA,Buenos Aires,Avellaneda,1
"E.E.M. Nº 202 ""Manuel Leiva""",Santa Fe,Casilda,2
E.E.M. Nº 204,Buenos Aires,Bolívar,1
E.E.M. Nº 241 J.F.Kennedy,Santa Fe,Pujato,1
"E.E.M. Nº 381 ""Almirante G. Brown""",Santa Fe,Santa Fe,4
"E.E.M. Nº 415 ""Juan B. Alberdi""",Santa Fe,Arroyo Seco,1
E.E.M. Nº 419 D.F.Sarmiento,Santa Fe,Chañar Ladeado,1
"E.E.M. Nº202 ""Manuel Leiva""",Santa Fe,Casilda,1
E.E.M.P.I. Nº 8082,Santa Fe,Berabevú,1
E.E.M.P.I. Nº 8092,Santa Fe,Carmen,1
E.E.T. Nº 1,Buenos Aires,Villa Ramallo,1
"E.E.T. Nº 1 ""Corbeta Uruguay""",Buenos Aires,Gral. Las Heras,1
"E.E.T. Nº 1 ""Gral. Savio""",Buenos Aires,Saladillo,1
E.E.T. Nº 275 Alte. Guillermo Brown,Santa Fe,Alcorta,1
E.E.T. Nº 3 Teniente Don Luis Cenobro Candelaria,Entre Ríos,Paraná,1
E.E.T. Nº 455,Santa Fe,Esperanza,1
"E.E.T. Nº 484 ""Prefectura Naval Argentina""",Santa Fe,Villa Cañás,1
E.E.T. Nº 8 Juan B. Alberdi,Buenos Aires,La Plata,1
E.I.S.,Santa Fe,Santa Fe,1
E.M.Nro 7. Nueve de Julio,Buenos Aires,9 de julio,1
E.N.S. Nº 1,Ciudad Autónoma de Buenos Aires,CABA,1
E.P.E.T. Nº 12 Ing. J.C.Fontanive,Neuquén,San Martín de los Andes,1
E.Prov. de Nivel Medio Nro 201,Entre Ríos,Lucas González,1
E.S. de Comercio M. Belgrano,Córdoba,Córdoba,2
E.S.B. 30,Buenos Aires,Paso del Rey,1
E.S.B. Nº 1,Buenos Aires,Carlos Casares,1
E.S.B. Nº 6,Buenos Aires,Cortinez - Luján,1
E.S.B.Nº 39,Buenos Aires,Varela,1
EAS Don Bosco,Buenos Aires,Cañuelas,1
EAS Don Bosco Uribelarrea,Buenos Aires,González Catán,2
EAS Don Bosco Uribelarrea,Buenos Aires,Uribelarrea,1
ECEA,Ciudad Autónoma de Buenos Aires,C. A. de Buenos Aires,2
ECEA,Santa Fe,Rosario,2
ECTLA,Río Negro,Bariloche,4
"EEM 415 ""J. B. Alberdi""",Santa Fe,Arroyo Seco,1
EEM Nro 13,Buenos Aires,Victoria,1
EEM Nro 2,Buenos Aires,Cnel. Dorrego,1
EEM Nro 2,Buenos Aires,Daireaux,1
EEM Nro 2 Fray Mamerto Esquiú,Buenos Aires,San Andrés de Giles,1
EEM Nro 228,Santa Fe,Maggiolo,1
EEM Nro 4,Buenos Aires,Coronel Suárez,1
EEM Nro 6,Buenos Aires,Colón,1
EEM Nº 1,Buenos Aires,Lobos,1
EEM Nº 1,Buenos Aires,Marcos Paz,1
"EEM Nº 1 ""Crucero General Belgrano""",Buenos Aires,San Miguel del Monte,1
"EEM Nº 1 ""José A. Nava""",Buenos Aires,Villa Ramallo,2
EEM Nº 1 Gral. Belgrano,Buenos Aires,Marcos Paz,1
EEM Nº 10,Buenos Aires,Olavarría,1
EEM Nº 12,Buenos Aires,"José Marmol, Alte Brown",1
EEM Nº 13 Comercial de San Isidro,Buenos Aires,San Isidro,1
EEM Nº 14,Buenos Aires,Temperley,2
EEM Nº 2,Buenos Aires,Colón,7
EEM Nº 2,Buenos Aires,Coronel Dorrego,2
EEM Nº 2,Buenos Aires,Coronel Granada,1
EEM Nº 204,Buenos Aires,Bolívar,3
"EEM Nº 204 ""Domingo de Oro""",Santa Fe,Rafaela,3
EEM Nº 206,Buenos Aires,Pehuajó,6
EEM Nº 212,Santa Fe,Teodelina,1
EEM Nº 228,Santa Fe,Maggiolo,1
"EEM Nº 241 ""J. F. Kennedy""",Santa Fe,Pujato,2
EEM Nº 3,Buenos Aires,Carlos Casares,2
EEM Nº 415,Santa Fe,Arroyo Seco,3
"EEM Nº 415 ""Juan Bautista Alberdi""",Santa Fe,Arroyo Seco,1
"EEM Nº 421 ""Dr. Pablo Tiscornia""",Santa Fe,Firmat,1
EEM Nº 424,Santa Fe,Las Parejas,2
"EEM Nº 429 ""Mario R. Vecchioli""",Santa Fe,Rafaela,1
EEM Nº 446,Santa Fe,Venado Tuerto,1
"EEM Nº 6 ""Homero Manzi""",Buenos Aires,Florencio Varela,1
"EEMP Nº 8090 ""San Agustín""",Santa Fe,Carlos Pellegrini,1
EEMPI 8006 San José\,Santa Fe,Esperanza,1
EEMPI 8090 San Agustín,Santa Fe,Carlos Pellegrini,1
EEMPI 8107 San José,Santa Fe,Sunchales,2
EEMPI Juan XXIII Nº 8173,Santa Fe,Cafferata,1
EEMPI Nro 8019 Sagrado Corazón,Santa Fe,Venado Tuerto,1
EEMPI Nro 8143 José M. Estrada,Santa Fe,María Juana,1
EEMPI Nº 3002 Fray Justo Santa María de Oro,Santa Fe,Zenón Pereyra,1
EEMPI Nº 3007,Santa Fe,Arroyo Seco,1
"EEMPI Nº 8090 ""San Agustín""",Santa Fe,Carlos Pellegrini,2
"EEMPI Nº 8103 ""José Manuel Estrada""",Santa Fe,Piamonte,1
"EEMPI Nº 8107 ""San José""",Santa Fe,Sunchales,2
EEMPI Nº 8107 San José,Santa Fe,Sunchales,1
EEMPI Nº 8129 José Razzetto,Santa Fe,Cañada de Gómez,1
"EEMPI Nº 8138 ""Justo José de Urquiza""",Santa Fe,San Martín de las Escobas,1
"EEMPI Nº 8173 ""Juan XXIII""",Santa Fe,Cafferata,1
EES 35,Buenos Aires,Castelar,1
EES N° 3,Buenos Aires,Bragado,2
EES N° 4,Buenos Aires,Bragado,2
EES Nº 1,Buenos Aires,San Andrés de Giles,2
EES Nº 1,Buenos Aires,Tornquist,1
EES Nº 10,Buenos Aires,Olavarría,2
EES Nº 2,Buenos Aires,Colón,1
EES Nº 2,Buenos Aires,Coronel Granada,2
EES Nº 2,Buenos Aires,Daireaux,4
EES Nº 3,Buenos Aires,Huanguelen,1
EES Nº 3,Buenos Aires,Tornquist,2
"EES Nº 5 ""Domingo Faustino Sarmiento""",Chaco,Las Breñas,2
EES Nº 7,Buenos Aires,Gobernador Udaondo,2
EES Nº 7,Buenos Aires,Las Toninas,1
EES Nº 76 Colegio Nacional José María Paz,Chaco,Resistencia,1
EES Nº 9,Buenos Aires,Junín,2
"EESO Nº 215 ""José Manuel Estrada""",Santa Fe,Bigand,2
EESO Nº 244,Santa Fe,María Teresa,2
"EESO Nº 413 ""Jorge Newbery""",Santa Fe,Álvarez,2
"EESO Nº 415 ""J. B. Alberdi""",Santa Fe,Arroyo Seco,2
"EESOPI 3002 ""Fray Justo Santa María de Oro""",Santa Fe,Zenón Pereyra,2
"EESOPI 8090 ""San Agustín""",Santa Fe,Carlos Pellegrini,2
"EESOPI N° 8084 ""Mariano Moreno""",Santa Fe,Cañada Rosquín,2
"EESOPI N° 8091 ""José Manuel Estrada""",Santa Fe,Suardi,4
"EESOPI Nº 3004 ""San José""",Santa Fe,Villa Cañás,2
"EESOPI Nº 8091 ""José Manuel Estrada""",Santa Fe,Suardi,2
"EESOPI Nº 8107 ""San José""",Santa Fe,Sunchales,2
"EESOPI Nº 8114 ""Santísima Virgen Niña""",Santa Fe,Villa Ocampo,2
"EEST N° 1 ""República del Paraguay""",Buenos Aires,Ituzaingó,2
EEST N° 7,Buenos Aires,Quilmes,2
EEST Nº 1,Buenos Aires,Chacabuco,1
EEST Nº 1,Buenos Aires,Coronel Suárez,2
EEST Nº 1,Buenos Aires,Marcos Paz,2
EEST Nº 1,Buenos Aires,Villa Ramallo,1
"EEST Nº 1 ""Bonifacio Velázquez""",Buenos Aires,Villa Ramallo,10
"EEST Nº 2 ""Paula Albarracín de Sarmiento""",Buenos Aires,Quilmes,1
EEST Nº 6,Buenos Aires,San Nicolás,3
"EEST Nº 6 ""Albert Thomas""",Buenos Aires,La Plata,2
EEST Nº 8,Buenos Aires,Castelar,2
EEST Nº 8 de Morón,Buenos Aires,Castelar,1
EET 460 Guillermo Lehmann,Santa Fe,Rafaela,2
EET Nro 1 Brig. Gral Pascual Echagüe,Entre Ríos,Concordia,1
EET Nro 3,Buenos Aires,"Maquinista Francisco Savio, Pdo. De Escobar",1
EET Nro 3 DE Nro 9 María Sanchez de Thompson,Ciudad Autónoma de Buenos Aires,Capital Federal,1
EET Nro 6 Chacabuco,Buenos Aires,Morón,1
EET Nro 7 TRQ (IMPA),Buenos Aires,Quilmes,1
EET Nro 8,Buenos Aires,Morón,2
EET Nro 9,Buenos Aires,Lanús,1
EET Nro 9,Buenos Aires,Temperley,1
"EET N° 1 ""Escolástico Zegada""",Jujuy,San Salvador de Jujuy,2
"EET N° 22 ""Tte. Benjamín Matienzo""",Chaco,Presidencia Roque Sáenz Peña,6
"EET N° 6 ""Chacabuco""",Buenos Aires,"Villa Tesei, Hurlingham",2
EET Nº 1,Buenos Aires,Ayacucho,1
EET Nº 1,Buenos Aires,Coronel Suárez,1
EET Nº 1,Buenos Aires,Lobos,1
EET Nº 1,Buenos Aires,Merlo,2
EET Nº 1,Buenos Aires,Pehuajó,1
EET Nº 1,Buenos Aires,Pigüé,2
EET Nº 1,Buenos Aires,Santa Teresita,1
"EET Nº 1 ""Bonifacio Velázquez""",Buenos Aires,Villa Ramallo,1
"EET Nº 1 ""Brig. Gral. Pascual Echagüe""",Entre Ríos,Concordia,3
"EET Nº 1 ""Escolástico Zegada""",Jujuy,Dr Manuel Belgrano,2
"EET Nº 1 ""Espada""",Entre Ríos,La Paz,2
"EET Nº 1 ""Gral. Manuel Savio""",Buenos Aires,Navarro,1
